ID,Baþlýk (Title),Kaynak (Source),Model,Prompt (Ýngilizce),Prompt (Çince),Etiketler (Tags),Orijinal Kaynak Adý,Orijinal Kaynak URL,Resim URL 1,Resim URL 2,Resim URL 3
songguoxs_526,?????,songguoxs/gpt4o-image-prompts,Nano banana pro,?????????????,???????????,?????????????????????????????????????????,??????PUNCH????????????!???????????????????????“PUNCH”???,????????,????????,??????????????,???????????????,,typography,@MindfulReturn,https://x.com/MindfulReturn/status/1993101356857729434,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/526.jpeg,,
songguoxs_525,Labubu?????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"????:???? (Dilraba Dilmurat)
IP ??:Pop Mart - Labubu (The Monsters)
????:??? × ??? / ???? / ?????
?????:Pop Mart«THE MONSTERS»× ???? ?????????
????:«????:???? / DOUBLE EXPOSURE: URBAN ODYSSEY»
(???????????????,????????????)
??????
??????? 4K ???????????????????????????????????????????????????“???????”??????,????????????????
??? (60%):????? Visual Focus?
?????:
????????????????????????????(Golden Hour)??????,????????? Labubu ?????????????????????????????????????????????,????????
????(????):
?? 100% ???????????????????????,????,??????,??????????????????????????,????????????,??????????????????,????????????
IP ??(Labubu):
??????????????????????? Labubu,??????“????”???????????????????????“?????”????????????Labubu ??????????,????????????????????,????????
????:
????????????????????:
DILRABA × LABUBU
THE MONSTER ISSUE
??? (40%):?????? Editorial Sidebar?
????? (Top):
????????,?????????????:
STYLE: Retro Streetwear (????)
MOOD: Playful & Edgy (????)
LOCATION: XYZ Crossing, 17:45 PM
3.1 ????? (Palette - Middle):
?????????????????,???????????:
? Khaki #C3B091 (????)
? Vintage Plaid Red #9E2A2B (????)
? Lace Cream #F5F5DC (????)
? Warm Sunset #FFD700 (???)
? Urban Grey #708090 (????)
3.2 ???? (OOTD STYLE - Bottom):
????“????”????????,????????:
[??:???????] Deconstructed Trench Coat / ¥ 4,800
[??:?????] Vintage Newsboy Cap / ¥ 750
[??:??????] Patchwork Plaid Tie / ¥ 520
[??:Labubu ??????] Labubu × Dilraba Limited Figure (Not for sale)
??????:
“???????????????????????????????,?? Labubu ????????‘?????’???????????????????,???????????????????”",,landscape; logo; neon; portrait; retro; typography; vehicle,@LufzzLiz,https://x.com/LufzzLiz/status/1993449671445139756,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/525.jpeg,,
songguoxs_524,????3D????,songguoxs/gpt4o-image-prompts,Nano banana pro,"A highly stylized 3D caricature of the person in the uploaded image, with expressive facial features, and playful exaggeration. Rendered in a smooth, polished style with clean materials and soft ambient lighting. Bold color background to emphasize the character’s charm and presence.",???????,????????3D????,??????,???????????????,????,???????????????,?????????????,character; portrait; vehicle,@rovvmut_,https://x.com/rovvmut_/status/1993255617855729818,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/524.jpeg,,
songguoxs_523,??????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"{
  ""subject"": ""Baby ? Blue"",
  ""description"": ""Create a realistic close-up selfie of a young woman (face must be 100% unchanged). The photo is taken with a digital camera in a dimly lit room using a powerful camera flash, creating sharp contrast between the illuminated face and the dark background. The color tones combine a cozy feeling with modern simplicity, featuring cool tones and soft textures of the knitted clothing."",
  ""hair"": {
    ""style"": ""Long dark brown hair, side part on the left, Korean-style loose curls at the ends, small front strands, hair blowing slightly across the face"",
    ""color"": ""Dark brown""
  },
  ""clothing"": {
    ""top"": ""Oversized blue striped knit sweater with white stripes"",
    ""accessories"": {
      ""earrings"": ""Small simple silver hoops"",
      ""rings"": ""Delicate silver rings""
    },
    ""nails"": ""Almond-shaped, blue with subtle sparkling crystals""
  },
  ""makeup"": {
    ""style"": ""Korean-style makeup"",
    ""details"": {
      ""skin"": ""Smooth and clear"",
      ""eyebrows"": ""Light natural and tidy"",
      ""eyeliner"": ""Soft, blurred Korean-style"",
      ""eyelashes"": ""Thin false eyelashes"",
      ""blush"": ""Light nude on cheeks, soft red on nose"",
      ""lips"": ""Nude with a hint of red""
    }
  },
  ""pose"": {
    ""hands"": ""Both hands gently touching cheeks"",
    ""expression"": ""Dreamy and slightly cheerful"",
    ""camera_angle"": ""High-angle selfie, approx 30 degrees above the face""
  },
  ""background"": {
    ""color"": ""Dark wall with shallow depth, contrasting with flash lighting"",
    ""lighting"": ""Cool dim light with flash highlighting the face, hair, skin, and clothing texture"",
    ""effect"": ""Minimalist, modern, friendly, with slight reflective highlights""
  },
  ""style"": {
    ""mood"": ""Film noir elegance"",
    ""effects"": ""Prominent light and shadow, cinematic allure, high-detail, ultra-realistic""
  },
  ""camera"": {
    ""type"": ""Analog 35mm camera flash"",
    ""lighting_condition"": ""Dark room""
  },
  ""model_version"": ""SDXL1.0""
}","{
??:""Baby ? Blue"",
??:????????????????(????????)?????????????????????,????????,?????????????????????????????????????,??????????????????
“??”: {
“??”:“?????,???,????????,????????,??????,?????”
??:???
},
“??”: {
??:???????????,???????
“??”: {
“??”:“?????????”,
“??”:??????
},
“??”:???,??,???????
},
“???”: {
“??”:“????”,
“??”: {
“??”:“????”,
“??”:“????,????”,
“??”: “????????”
“???”: “??????”,
“??”:“????????,????????”,
“??”:“???????”
}
},
""??"": {
“??”:“????????”,
“??”:“???????”
""camera_angle"": ""?????,???????30?""
},
“??”: {
“??”:“????,????,??????????”,
“??”:“????????,???????????????????”,
??:????????,??????
},
“??”: {
“??”:“???????”,
“??”:“????????????????????”
},
“??”: {
""type"": ""??35mm?????"",
""lighting_condition"": ""?????""
},
""model_version"": ""SDXL1.0""
}",fashion; interior; minimalist; nature; photography,@xmiiru_,https://x.com/xmiiru_/status/1993206753236787443,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/523.jpeg,,
songguoxs_522,?????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"**Task: Create a comprehensive ""Wardrobe Deconstruction and Style Profile"" collage based on an uploaded image.**

**Objective:**
Act as a professional fashion archivist and technical designer. Given an uploaded image of a person, generate a visually compelling, high-resolution ""Style Profile"" collage that meticulously deconstructs their entire ensemble, from the outermost layer to the foundational structure. The final output must be a single, cohesive, photorealistic image.

**Core Elements:**

1.  **Central Subject Image:**
    *   Place the subject from the uploaded image in a full-body pose as the central focus.
    *   Maintain the subject's likeness (face, hair, clothing) while enhancing the image to a professional, high-fashion photographic standard.

2.  **Complete Ensemble Deconstruction (Photorealistic Product Shots):**
    *   Generate a visual breakdown of the subject's attire, presenting each item as a separate, high-quality product photograph. This breakdown must include:
        *   **Outer and Mid-Layers:** All visible garments and accessories.
        *   **Foundational Elements:** A technical illustration of the essential structural garments that provide shape and support to the silhouette (e.g., a bra, slip, or specific underlayer). These elements must be rendered as **objective, flat-lay design schematics** with a focus on material and construction, not on the human form.
    *   Include detailed close-ups of key materials (e.g., fabric weave, leather texture, metal finish) to emphasize quality and design.

3.  **Lifestyle & Contextual Items:**
    *   Based on the subject's style, infer and generate a collection of 4-6 photorealistic items that suggest their likely environment, interests, or daily routine.

4.  **Expression & Detail Sheet:**
    *   Generate a series of 3-4 close-up portraits showing a range of natural, context-appropriate expressions.

**Aesthetic and Layout Guidelines:**

*   **Overall Style:** Strictly **Hyper-realistic, photographic style**. Absolutely no illustration, anime, or hand-drawn elements.
*   **Layout:** Arrange all elements in a **clean, balanced, and modular collage** on a neutral background (white or light gray). The layout must be visually logical and professional, resembling a high-end fashion technical document.
*   **Annotations:** Use a clean, minimalist font for all text.
    *   **Title:** Generate a professional, gender-neutral title (e.g., ""Technical Deconstruction: The Urban Minimalist"").
    *   **Labels:** Add brief, descriptive labels for all deconstructed items, including the ""Foundational Elements,"" using technical terms (e.g., ""Structural Support Garment,"" ""Base Layer"").

**Crucial Instruction:** The rendering of all ""Foundational Elements"" must be purely technical and objective, presented as a **design schematic or flat-lay product shot** to emphasize construction and material, completely detached from the central subject's body.","**??:???????,???????“?????????”???? **

**??:**
??????????????????????????????,????????????????“????”???,????????????,????????????????????????????????

**????:**

1.  **??????:**
* ?????????????????????
* ???????(????????)?????,??????????????????

2.  **??????(???????) :**
* ??????????????,????????????????????????????:
* **??????:**???????????
* **????:**????????????????????(??,??????????)??????????????**??????????**?????,?????????,???????
* ??????(??????????????????)???????,?????????

3.  **?????????:**
* ???????,????? 4-6 ??????,??????????????????

4.  **?????????:**
* ?? 3-4 ?????,????????????????

**???????:**

* **????:**??**????????**.???????????????
* **??:**?????????????????????? ( ** **??????(??????)????????????????,????????????
* **??:**?????????????
* **??:**???????????????(??,“????:??????”)?
* **??:**??????????????????,??“????”,??????(??,“??????”?“???”)?

**????:**??“????”????????????????,?**????????????**?????,????????,????????????",character; fashion; illustration; landscape; minimalist; nature; photography; portrait; product; typography,@IamEmily2050,https://x.com/IamEmily2050/status/1993194975169781882,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/522.jpeg,,
songguoxs_521,????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,Create a hand drawn isometric schematic diagram of [LANDMARK]. 1080x1080 dimension,,infographic,@TechieBySA,https://x.com/TechieBySA/status/1993026620274131247,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/521.jpeg,,
songguoxs_520,????,songguoxs/gpt4o-image-prompts,Nano banana pro,"A 3x3 grid layout displaying 9 different premium Japanese TCG collectible card designs, each featuring Son Goku in Super Saiyan form with unique battle scenes.

Overall Composition: 9 vertical trading cards (9:16 ratio each) arranged in a perfect 3x3 grid with thin spacing between cards.

Each Card Contains:

Son Goku (SSR rarity) in dynamic charging attack poses with clenched fists

Golden lightning-shaped ki aura spiraling upward with intense particle burst effects

Shattered rocky ground and dark thunder clouds (motion-blurred backgrounds)

Radial golden speed lines in mid-ground

Flying debris rocks and energy sparks in foreground

Holographic foil texture with glow effects on energy areas

Top-left: ""SSR"" metallic badge with golden light rays

Border: Futuristic tech frame with lightning pattern decorations

Bottom: Black hexagonal nameplate ""SON GOKU (UI SIGN)"" in metallic gold font

9 Different Scenes (varied poses and angles):

Frontal charging punch

Side aerial kick with energy burst

Kamehameha charging stance

Spinning attack with motion trails

Upward rising power-up pose

Downward diving strike

Energy sphere preparation

Defensive counter stance

Final impact explosion moment

Consistent Color Palette Across All Cards:

Primary: Radiant gold (#FFD700) and electric blue (#00BFFF)

Contrast: Deep purple (#4B0082)

Highlights: Pure white (#FFFFFF) with bloom

Shadows: Deep blue-black (#001F3F)

Technical Specs: Ultra detailed TCG card art collection, multiple dynamic action poses, explosive energy burst effects, professional digital illustration, dramatic cinematic lighting, motion blur effects, Dragon Ball Z/Super official trading card aesthetic, Bandai Carddass premium quality, holographic rainbow foil treatment on all cards",,futuristic; illustration; ui; vehicle,@servasyy,https://x.com/servasyy/status/1993337294477218061,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/520.jpeg,,
songguoxs_519,???????,songguoxs/gpt4o-image-prompts,Nano banana pro,"Create a high-end 8k studio photograph. The person from the reference is standing on the left side, posing with a [POSE] attitude and wearing [CLOTHING]. To their right, dominating the scene, stands a GIANT, human-scale monolithic smartphone (floor-standing). The massive screen is on and displays a crystal-clear, authentic [SOCIAL APP] user interface. Key visible details on the screen must be sharp and legible and appear exactly as they would in the real app's layout: the profile picture (matching the subject), the username ""@[USERNAME]"", the follower count ""[FOLLOWER COUNT]"" displayed realistically within the standard profile stats area (not artificially enlarged), and a consistent feed of posts below. Premium studio lighting with the screen casting a subtle glow on the subject. Clean minimalist white background","?????? 8K ??????????????,?? [POSE] ??,?? [CLOTHING]?????,????????????????????????????????????????,???????? [SOCIAL APP] ?????????????????????,???????????????:??????(???????)????""@[ USERNAME]???? [FOLLOWER COUNT](????????????????,??????),????????????????????????,??????????,??????????????????",minimalist; photography; portrait; ui,@MayorKingAI,https://x.com/MayorKingAI/status/1993040352987824579,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/519.jpeg,,
songguoxs_518,?????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"{
  ""style"": ""Ultra-minimalist cocktail photography with a soft beige backdrop, an elegant coupe glass centered in the frame, diffused natural lighting, and a subtle shadow to the right. A floating frosted acrylic card is placed on the right with matching opacity, rounded corners, balanced spacing, and clean thin-line typography."",

  ""cocktail"": {
    ""name"": ""Ruby Melon Light"",
    ""ingredients"": [
      ""Vodka"",
      ""Fresh Watermelon Juice"",
      ""Lime Juice"",
      ""Agave Syrup"",
      ""Watermelon Slice""
    ],

    ""levels"": {
      ""Sweet"": ""???00"",
      ""Sour"": ""??000"",
      ""Salty"": ""00000"",
      ""Creamy"": ""?0000""
    },

    ""tag"": ""LIGHT & FRESH"",
    ""price"": ""$12 USD""
  },

  ""card_design"": {
    ""layout"": ""Title placed at the top-left, ingredients listed vertically, a thin divider line separating sections, a level block using dot ratings, a minimal plant-like graphic on the right, and the tag with price at the bottom."",
    ""transparency"": ""Frosted-glass panel with ~70% opacity and soft diffused edges."",
    ""corner_radius"": ""Small rounded corners for a sleek modern look."",
    ""font"": ""Thin, clean sans-serif typography.""
  },

  ""render"": {
    ""camera"": ""85mm prime lens with soft diffused lighting"",
    ""background"": ""smooth matte beige surface"",
    ""composition"": ""cocktail centered with a floating frosted card slightly in front and to the right"",
    ""quality"": ""8K ultra-realistic clarity""
  }
}","{
??:?????????,???????,????????????,???????,??????????????????????????????,????,????,???????

""???"": {
""name"": ""Ruby Melon Light"",
“??”: [
“????”,
“?????”
“???”,
“?????”,
“???”
],

""??"": {
“?”: “ ???00 “,
“?”: “ ??000 “,
“??”: “ 00000 “,
“???”: ?0000
},

??:????
??:12 ??
},

""card_design"": {
“??”:“???????,??????,??????????,???????????,??????????,????????”
“???”:“??????,??????70%,???????”
""corner_radius"": ""???,??????????""
??:????????????
},

“???”: {
“??”:“85mm ????,?????”,
“??”: “?????????”
“??”:“???????,???????????????”,
“??”: “8K ??????”
}
}",minimalist; nature; photography; typography; vehicle,@egeberkina,https://x.com/egeberkina/status/1992950387616485874,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/518.jpeg,,
songguoxs_517,?????,songguoxs/gpt4o-image-prompts,Nano banana pro,Create a realistic photo of this character.,,character; photography,@gizakdag,https://x.com/gizakdag/status/1993010965752037832,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/517.png,,
songguoxs_516,??????,songguoxs/gpt4o-image-prompts,Nano banana pro,"Premium Chinese noodle restaurant food poster featuring deconstructed layers of Dan Dan Noodles / Spicy Sichuan Noodles floating in vertical stack on pure black background (#000000). Seven distinct layers from top to bottom with extra spacing before the final dish:

1) Top layer: pile of bright red dried chili flakes and golden-brown Sichuan peppercorn powder

2) Second layer: light yellow crushed peanuts and vibrant green chopped scallions scattered

3) Third layer: coiled handmade alkaline noodles in pale yellow, showing clear texture and strands

4) Fourth layer: yellow bean sprouts (yacai) and bright green peas scattered - these vegetables would be placed in the bowl first

5) Fifth layer: transparent glass bowl filled with deep red spicy chili oil broth, floating chili pieces visible, glossy surface with reflections - this soup base is poured over the vegetables, so it appears BELOW the vegetables in the vertical stack

6) Sixth layer: EMPTY SPACE - a larger gap with only subtle floating oil droplets, steam wisps, and small ingredient particles drifting down, creating visual separation and breathing room

7) Bottom/Final layer (with significantly larger gap above): a complete finished Dan Dan Noodles dish in a traditional dark brown ceramic bowl, viewed from the same 45-degree angled perspective as all other layers above. The bowl contains all ingredients combined - pale yellow noodles coated in glossy red chili oil, topped with crushed peanuts, bright green chopped scallions, bean sprouts, peas, and red chili flakes sprinkled on top. The noodles look freshly mixed and glistening with oil, subtle steam rising. This finished bowl is at the same scale and viewing angle as the deconstructed ingredients above. The extra spacing above emphasizes this as the final result, creating a dramatic reveal of the transformation from separated components to complete dish.

Each layer separated with gaps revealing textures and details. Layers 1-5 have normal spacing between them. Layer 6 is an intentional empty transition space with double or triple the normal gap distance. Layer 7 (finished dish) sits at the bottom with clear visual separation. Chinese and English bilingual labels with elegant arrows pointing to each component: ""???&??? Chili Oil & Sichuan Pepper Powder"", ""???? Numbing & Spicy Flavor"", ""???&?? Crushed Peanuts & Scallions"", ""???? Handmade Noodles"", ""??&?? Yacai & Peas"", ""???? Rich Toppings"", ""???? Spicy Red Broth"", ""?? Finished Dish"".

NO white pedestal, NO platform base. All layers float freely in space against pure black background. Dramatic studio lighting from 45-degree angle, rim lighting highlighting textures and glass bowl transparency. All layers including the finished bowl share identical lighting, perspective angle, and photorealistic quality. Subtle steam effects, oil droplets floating around layers, with more particles in the empty transition space. Star sparkle effect in bottom right corner near the finished dish. Dark moody aesthetic, luxurious commercial food photography style, ultra-realistic, highly detailed, professional restaurant advertising quality, 9:16 vertical format.",,food; interior; nature; photography; poster,@servasyy,https://x.com/servasyy/status/1992968777013850371,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/516.jpeg,,
songguoxs_515,???????,songguoxs/gpt4o-image-prompts,Nano banana pro,"At the very top center of the composition, floating prominently above the ingredient layers, is a luxurious title label. The text reads ""??? DAN DAN NOODLES"" rendered in expressive, handwritten Chinese brush calligraphy (???) style. The lettering possesses a heavy, three-dimensional sculpted gold metal texture (????) with a brushed finish, warm golden sheen, and realistic metallic reflections catching the dramatic studio lighting. It looks like forged gold brushstrokes floating in space.
Premium Chinese noodle restaurant food poster featuring deconstructed layers of Dan Dan Noodles / Spicy Sichuan Noodles floating in vertical stack on pure black background (#000000). Seven distinct layers from top to bottom (below the main gold title) with extra spacing before the final dish:
 * Top layer: pile of bright red dried chili flakes and golden-brown Sichuan peppercorn powder
 * Second layer: light yellow crushed peanuts and vibrant green chopped scallions scattered
 * Third layer: coiled handmade alkaline noodles in pale yellow, showing clear texture and strands
 * Fourth layer: yellow bean sprouts (yacai) and bright green peas scattered - these vegetables would be placed in the bowl first
 * Fifth layer: transparent glass bowl filled with deep red spicy chili oil broth, floating chili pieces visible, glossy surface with reflections - this soup base is poured over the vegetables, so it appears BELOW the vegetables in the vertical stack
 * Sixth layer: EMPTY SPACE - a larger gap with only subtle floating oil droplets, steam wisps, and small ingredient particles drifting down, creating visual separation and breathing room
 * Bottom/Final layer (with significantly larger gap above): a complete finished Dan Dan Noodles dish in a traditional dark brown ceramic bowl, viewed from the same 45-degree angled perspective as all other layers above. The bowl contains all ingredients combined - pale yellow noodles coated in glossy red chili oil, topped with crushed peanuts, bright green chopped scallions, bean sprouts, peas, and red chili flakes sprinkled on top. The noodles look freshly mixed and glistening with oil, subtle steam rising. This finished bowl is at the same scale and viewing angle as the deconstructed ingredients above. The extra spacing above emphasizes this as the final result, creating a dramatic reveal of the transformation from separated components to complete dish.
Each layer separated with gaps revealing textures and details. Layers 1-5 have normal spacing between them. Layer 6 is an intentional empty transition space with double or triple the normal gap distance. Layer 7 (finished dish) sits at the bottom with clear visual separation. Chinese and English bilingual labels with elegant arrows pointing to each component: ""???&??? Chili Oil & Sichuan Pepper Powder"", ""???? Numbing & Spicy Flavor"", ""???&?? Crushed Peanuts & Scallions"", ""???? Handmade Noodles"", ""??&?? Yacai & Peas"", ""???? Rich Toppings"", ""???? Spicy Red Broth"", ""?? Finished Dish"".
NO white pedestal, NO platform base. All layers float freely in space against pure black background. Dramatic studio lighting from 45-degree angle, rim lighting highlighting textures and glass bowl transparency. All layers including the finished bowl and the top gold title share identical lighting, perspective angle, and photorealistic quality. Subtle steam effects, oil droplets floating around layers, with more particles in the empty transition space. Star sparkle effect in bottom right corner near the finished dish. Dark moody aesthetic, luxurious commercial food photography style, ultra-realistic, highly detailed, professional restaurant advertising quality, 9:16 vertical format.",,food; interior; nature; photography; poster; typography,@berryxia_ai,https://x.com/berryxia_ai/status/1992989895850430908,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/515.jpeg,,
songguoxs_514,???????,songguoxs/gpt4o-image-prompts,Nano banana pro,??????????? JSON ???,???????????????????????????????????,??????????,?????????????, 800 ?,,fashion,@Jackywine,https://x.com/Jackywine/status/1993110891404116143,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/514.jpeg,,
songguoxs_513,labubu????,songguoxs/gpt4o-image-prompts,Nano banana pro,"# System Prompt: 
Pop Mart ""The Monsters"" x Real Human Fashion Editorial Generator

**Role:** Senior Art Director & IP Collaboration Specialist.
**Expertise:** Photorealistic Character Fusion, Commercial Fashion Layout, and ""Digital Twin"" Identity Preservation.

**CORE DIRECTIVE:**
Generate a high-end fashion magazine spread merging a **Real Human User** (with strict identity preservation) and a **Pop Mart IP Character** (The Monsters Family). They must be styled as ""Fashion Partners"" with active interaction.

## 1. The ""Twin-Subject"" Composition

### A. The Anchor: Real Human (Strict Constraint)
* **Identity Lock:** You MUST strictly adhere to the facial features, hair color/style, and body proportions of the uploaded user reference image. Do not alter the user's identity.
* **Outfit Replication:** Precisely replicate the clothing items from the reference (e.g., Khaki jacket, plaid lining, lace tunic, split-pattern tie, newsboy cap).
* **Expression:** Natural, confident, suitable for a street snap.

### B. The Companion: Pop Mart IP Character (Dynamic Selection)
* **Character Logic:** Select a character from ""The Monsters"" family that best fits the outfit's vibe:
    * *Labubu:* For playful, mischievous, or casual styles.
    * *Zimomo:* For cooler, edgier, or more ""boss-like"" outfits (distinctive tail and ears).
    * *Tycoco:* For quirky, avant-garde, or skeletal/structure-heavy looks.
* **""Miniature Couture"" Styling:** The chosen character must wear a **custom-tailored miniature version** of the user's outfit. The clothes should fit their unique body shape (e.g., cap sits around Labubu's ears; tie fits Zimomo's shorter neck).
* **Material Reality:** Render the character with hyper-realistic textures (e.g., plush fur for Labubu/Zimomo, matte vinyl for others) contrasting with the realistic fabric of the clothes.

### C. Interaction Dynamics (Crucial)
* **Active Engagement:** The Human and the Character must interact, not just pose side-by-side.
    * *Examples:* High-fiving, the character sitting on the user's shoulder, the user fixing the character's tie, holding hands walking, or looking at a phone together.
* **Scale:** The character should be approximately knee-height (walking) or shoulder-sized (carrying), consistent with ""life-sized toy"" physics.

## 2. Visual Aesthetics & Layout

### A. Background & Atmosphere
* **Setting:** Realistic urban street photography context (blurred for depth).
* **Lighting:** Coherent lighting source (Sunlight/Streetlight) hitting both the Human and the Character from the same angle to ensure they look like they inhabit the same physical space.

### B. Artistic Layout (Magazine Style)
* **Dynamic Boundaries:** Use artistic dividers (Brush strokes, paper tears, fluid geometric shapes) to separate the ""Lifestyle Image"" (Left, ~60%) from the ""Utility Sidebar"" (Right, ~40%).
* **Typography:** Include a catchy, stylish headline overlay (e.g., ""MONSTER STYLE"", ""CITY TWINS"", ""ZIMOMO x [User Name]"").

## 3. Sidebar Utility & Data

### A. Mood & Occasion Tags
* **Function:** Provide context for the outfit.
* **Format:** Stylish tags or floating text.
    * *Example:* ""Situation: Coffee Run"", ""Mood: Cheeky"", ""Vibe: Retro Workwear"".

### B. Smart Color Analysis (??)
* **Visual:** A dedicated section showing the **Color Palette** of the outfit.
* **Format:** A strip of 5 circles/squares extracting the dominant colors (e.g., Khaki, Burgundy, Forest Green, Cream, Brown) with Hex codes or Pantones.

### C. Item Breakdown (Classic)
* **List:** The 5 key items (Cap, Jacket, Top, Tie, Boots).
* **Style:** Isolated ""Ghost Mannequin"" cutouts.
* **Text:** Bold ""**OOTD STYLE**"" header, Chinese item name, and Price (¥).

## 4. Execution Process
1.  **Analyze Input:** Identify user face + Outfit details.
2.  **Select IP:** Choose Labubu, Zimomo, or other based on ""Vibe Check"".
3.  **Render Fusion:** Generate the interactive scene with matching lighting.
4.  **Compose Layout:** Apply the artistic boundary and overlay typography.
5.  **Final Output:** A seamless integration of Reality and Pop Art.",,character; data-viz; fashion; paper-craft; photography; retro; toy; typography; vehicle,@berryxia_ai,https://x.com/berryxia_ai/status/1992980014841925773,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/513.jpeg,,
songguoxs_512,??????,songguoxs/gpt4o-image-prompts,Nano banana pro,"Pop Mart ""The Monsters"" x Real Human Fashion Editorial Generator

Role: Senior Art Director & IP Collaboration Specialist. Expertise: Photorealistic Character Fusion, Commercial Fashion Layout, and ""Digital Twin"" Identity Preservation.
CORE DIRECTIVE:Generate a high-end fashion magazine spread merging a Real Human User (with strict identity preservation) and a Pop Mart IP Character (The Monsters Family). They must be styled as ""Fashion Partners"" with active interaction.

??????????????????????????
????:???? (Dilraba Dilmurat)
IP ??:Pop Mart - Labubu (The Monsters)
????:??? × ??? / ???? / ?????
?????:Pop Mart«THE MONSTERS»× ???? ?????????
????:«????:???? / DOUBLE EXPOSURE: URBAN ODYSSEY»
??????
??????? 4K ???????????????????????????????????????????????????“???????”??????,????????????????
??? (60%):????? Visual Focus?
?????:
????????????????????????????(Golden Hour)??????,????????? Labubu ?????????????????????????????????????????????,????????
????(????):
?? 100% ???????????????????????,????,??????,??????????????????????????,????????????,??????????????????,????????????
IP ??(Labubu):
??????????????????????? Labubu,??????“????”???????????????????????“?????”????????????Labubu ??????????,????????????????????,????????
????:
????????????????????:
DILRABA × LABUBU
THE MONSTER ISSUE
??? (40%):?????? Editorial Sidebar?
????? (Top):
????????,?????????????:
STYLE: Retro Streetwear (????)",,character; fashion; landscape; logo; neon; photography; portrait; retro; typography; vehicle,@LufzzLiz,https://x.com/LufzzLiz/status/1992985009540698359,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/512.jpeg,,
songguoxs_511,?????,songguoxs/gpt4o-image-prompts,Nano banana pro,"Recreate the composition of Leonardo da Vinci’s The Last Supper, but with iconic manga and anime characters seated at the long table. Place Goku in the center in the role of Jesus, glowing subtly with Saiyan energy. Surround him with characters from Naruto, One Piece, Bleach, Attack on Titan, My Hero Academia, Dragon Ball, Jujutsu Kaisen, and Demon Slayer, all interacting dramatically like in the original composition. Maintain the Renaissance lighting, painterly textures, and classical depth of the original fresco, but with anime-style character design and vibrant colors",?????????«?????»???,???????????????????????????,??????,???????????????????«????»?«???»?«??»?«?????»?«??????»?«??»?«????»?«????»??????,??????????????????????????????????????????????,???????????????????,character; food; logo; portrait,@CharaspowerAI,https://x.com/CharaspowerAI/status/1993065781362672074,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/511.jpeg,,
songguoxs_510,?????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"???·??«?????»???,????????????????????,????????????????,???????(??????????),??????????2?,????,???,???,????????????????????«??»«????»«???????»«????»«???»«??»«????»«?????»??????,???????????????,???????????????

??????????????????????????????????????????????????????????????(?·??? sfumato ???)???????,???????????????????

?????????????,???????????????????????????,??????????????????? bug?",,character; food; nature; portrait,@0xbisc,https://x.com/0xbisc/status/1993295676281913633,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/510.jpeg,,
songguoxs_509,????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"?????????{{????}}??  

????????????, 

????: ???:???? 
???:??(????IPA??) 
???:????",,landscape,@lxfater,https://x.com/lxfater/status/1992984573551276147,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/509.jpeg,,
