ID,Title,Prompt,Use Case,Visual Style,Score,Reason
songguoxs_335,"美丽的浅蓝色警服日本女子","a young beautiful Japanese woman with porcelain skin, soft makeup and bright red lips, straight chestnut-brown hair neatly tied in a ponytail with straight bangs framing her face, wearing a fitted light-blue police uniform shirt with gold buttons and badge, a dark green flat ribbon tie knotted at the collar with two short tails hanging down like a gift bow, navy skirt, dark belt with brass buckle, white gloves, black shoes, 
sitting with her knees together and hands gently folded over a glass, calm and elegant posture, 
oxygen-fresh natural makeup look with translucent dewy base, barely-there eyeliner, soft straight brows, faint rosy blush on the cheeks, subtle inner-corner highlight that makes her eyes look bright and airy, lips a clean vivid red yet not glossy, 
her pose delicate and composed: seated on a narrow wooden bench in a cramped booth, ankles tucked slightly back, torso subtly leaning forward from the hips, forearms relaxed, gloved hands overlapping lightly above the small tumbler placed between her knees, chin slightly lowered while gazing directly at the camera, 
flanked by two older Japanese policemen in uniform on each side, 
the man on the left leaning inward from the doorway, cap slightly tilted, short-sleeve standard police shirt, one elbow resting on his knee with the hand hanging loosely, attentive and calm expression; 
the man on the right wearing a striped short-sleeve shirt with a dark tie and badge, cap set square with a gold band, arms firmly crossed over his chest, body angled toward the woman, a reserved, thoughtful look, 
inside a small dimly-lit bar filled with vintage Japanese posters, old bottles, narrow wooden walls, cluttered shelves, 
detailed physical environment: shot from the doorway so the worn wooden jambs create a frame-within-frame; scuffed varnished beams, handwritten Japanese slips and price tags pinned among utensils, cords and trinkets hanging overhead, glassware and liquor bottles stacked tight on shallow shelves, a tiny aisle underfoot, faint reflections on lacquered wood, humid air; one or two bare incandescent bulbs casting a localized amber pool of light that fades rapidly into darkness, 
camera perspective and ratio: intimate eye-level viewpoint at close conversational distance (about 1–1.5 m), classic 35mm focal feel, vertical portrait framing with a 3:4 aspect, slight center-weighted composition emphasizing the trio in a tight booth, 
warm incandescent lighting with nostalgic amber tone, low saturation colors, fine 35mm film grain texture, slightly overexposed highlights, retro 1980s analog snapshot aesthetic, candid composition, shallow depth of field, cinematic color grading, in the style of Nobuyoshi Araki and Daido Moriyama street photography --ar 3:4 --v 7",Editorial,Gritty,3,"Highly atmospheric prompt, blending specific cultural, photographic, and aesthetic details."
youmind_v2_769,"@Ash","PromptA blissful female university student. She has the same face, hair, and makeup as the reference image. She's wearing a one-shoulder, blue short crop-top with the Imperial College London logo and name ""Imperial College London,"" low-rise, belted, tight, white skinny jeans which end before her ankles. Her outfit accentuates her feminine features and is paired with strappy white leather very high heeled sandals. Her left hand forms a peace sign, and her right hand holds an expensive, white leather heart-shaped handbag by its straps. She is adorned with thin gold necklaces, bracelets, and rings. The scene is set in London's South Kensington, with the Department of Computing ground floor entrance (as per second image) behind her. A mix of international and local university students are subtly present in the background. The lighting is afternoon golden-hour with soft shadows, candid street-style mood. 8K photorealistic, f/1.6 85mm professional DSLR with focus on the woman and very slightly bokeh background.",Social Viral,Editorial,3,"Branded student lifestyle; aspirational street style; good quality."
songguoxs_287,"3D纸艺作品","A 3D papercraft representation of [Subject], composed of layered paper cutouts, resting on a simple cardboard base. Highlights of [color 1] and [color 2] paper textures create depth and dimension. Set against a softly lit crafts room, realistic lighting, intricate paper edges, shallow depth of field",Product,Minimal,3,"Clear 3D papercraft aesthetic with realistic lighting and texture details."
songguoxs_286,"Q版木雕人偶","Hyper-realistic carved wooden figurine of [CHARACTER], chibi proportions (big head, short body), standing on a plain wood block. Keep key face traits and iconic [OUTFIT/PROP]. Visible wood grain and chisel marks, matte finish. Warm studio light, soft shadow, seamless beige background. Centered full-body, slight 3/4 angle, shallow depth of field (85mm look). Ultra-detailed, photoreal, warm sepia grading. Aspect ratio [3:4].",Product,Minimal,3,"Hyperrealistic carved wooden figurine with chibi proportions, warm studio lighting."
songguoxs_284,"字母毛茸茸形象","Render a delightful alphabet character ‘[LETTER]’ as a lovable fuzzy being in square 1080x1080 dimensions. Transform the typography into a living creature where the letterform itself becomes the main structure. Position expressive googly eyes and a cheerful mouth as integrated features of the alphabetic design. Texture the surface with luxurious [COLOR] fuzz that mimics high-quality stuffed animal material with photorealistic fiber details.
Frame against a stark white void to maximize contrast and draw attention to the subject. Infuse the creation with [EMOTION] through strategic facial positioning and expression. Maintain elegant simplicity - avoid anatomical complications or additional appendages. Illuminate using cinematic techniques: primary key lighting to accentuate surface textures, secondary edge illumination for three-dimensional form, plus ambient fill to soften shadow contrasts. Target premium animation studio aesthetics.",Product,Luxury,3,"Charming fuzzy alphabet character with cinematic lighting and premium animation aesthetic."
youmind_v2_1663,"@Lex","Prompt{
  ""subject"": {
    ""type"": ""young woman"",
    ""pose"": ""lying on her back, taking a selfie with her right arm extended upward"",
    ""expression"": ""soft smile, relaxed and natural"",
    ""gaze"": ""looking toward the camera"",
    ""skin_details"": {
      ""complexion"": ""smooth, warm, sunlit glow"",
      ""freckles"": ""visible on nose and cheeks""
    },
    ""hair"": {
      ""color"": ""medium brown"",
      ""length"": ""long"",
      ""style"": ""loose, spread out on the pillow around her head""
    },
    ""eyes"": {
      ""color"": ""light blue or green"",
      ""makeup"": ""subtle eyeliner""
    }
  },
  ""clothing"": {
    ""top"": {
      ""type"": ""ribbed tank top"",
      ""color"": ""white"",
      ""fit"": ""form-fitting"",
      ""neckline"": ""scoop neck""
    },
    ""bottoms"": {
      ""type"": ""jeans"",
      ""color"": ""light blue"",
      ""visibility"": ""partially visible""
    },
    ""accessories"": {
      ""earrings"": ""small studs"",
      ""necklace"": ""thin, minimal chain""
    }
  },
  ""environment"": {
    ""location"": ""bed or soft resting surface"",
    ""bedding"": {
      ""pillow"": ""white"",
      ""sheets"": ""white""
    },
    ""background"": ""neutral wall and edge of headboard or furniture barely visible""
  },
  ""lighting"": {
    ""type"": ""natural sunlight"",
    ""direction"": ""coming from upper left of frame"",
    ""effect"": ""creates warm highlights and soft shadows on face and torso""
  },
  ""composition"": {
    ""camera_angle"": ""top-down selfie angle"",
    ""framing"": ""close-up of face, upper torso, and part of jeans"",
    ""focus"": ""sharp on face and upper body"",
    ""colors"": ""warm skin tones, white bedding, brown hair, neutral background""
  },
  ""mood"": ""warm, relaxed, comfortable, natural""
}",UGC / Ads,Minimal,3,"Detailed natural sunlight selfie with soft, relaxed mood."
songguoxs_277,"极简风格插画","Create a minimalistic illustration of [object or scene] in a paper cut-out style. Use soft, pastel colors and simple shapes. Include layered paper textures and subtle shadows to create depth. Place the object on a plain background. Ensure a clean, modern, and aesthetically pleasing composition with a slightly isometric perspective.",Stock,Minimal,3,"Minimalist paper cut-out, pastel colors, clean, versatile for stock."
youmind_v2_2136,"@松果先森","A wide-angle shot of a desolate wasteland, with a shabby but still operating convenience store standing in the middle of the desert. The sunlight is harsh and dust fills the air. On the broken glass door of the store, there is a huge, yellowed notice, on which, in striking red pen, it says: “The last convenience store of all humankind; we don’t take bottle caps, only gold.” The rooftop billboard is rusty, but you can still vaguely see a line of big characters: “No matter how hard it gets, you can’t let your stomach suffer; no matter how poor you are, you can’t neglect education.”",Editorial,Gritty,3,"Evocative wide-angle shot of a post-apocalyptic convenience store in harsh light."
songguoxs_280,"制作照片中人物的玩具","Create a toy of the person in the photo. Let it be an
action figure. Next to the figure, there should be the toy's
equipment like a football and football boot and world cup. Also,
on top of the box, write 'LIONEL MESSI and underneath it,
'GOAT'.Visualize this in a realistic way.",Product,Luxury,3,"Clear product visualization, strong celebrity branding, fan appeal."
youmind_v2_1499,"@Sarthak P","Prompt{
  ""project_metadata"": {
    ""title"": ""Cinestill_Arcade_Portrait"",
    ""style_preset"": ""analog_film_35mm"",
    ""target_aspect_ratio"": ""9:16""
  },
  ""prompt_configuration"": {
    ""positive_prompt"": {
      ""full_concatenated"": ""Cinematic 35mm analog film photography shot on Cinestill 800T film stock. A medium full-shot of a young woman sitting astride a bright red plastic motorcycle arcade racing game simulator. She is turned, looking directly back over her left shoulder at the viewer with a cool, nonchalant expression, holding a white lollipop stick in her mouth. She is wearing a textured, fuzzy light-blue and white short-sleeve angora crop top and high-waisted vintage light-wash denim jeans. The setting is a dimly lit, retro gaming arcade filled with atmospheric neon lighting. Lighting consists of cool electric cyan and deep blue ambient tones, contrasted by the glowing warm red of the motorcycle body and the bright illumination from the arcade screen to the left. The image features visible high-ISO film grain, slight halation around neon light sources, and a shallow depth of field. Shot with a Leica M6 paired with a Summilux 35mm f/1.4 lens."",
      ""semantic_breakdown"": {
        ""medium_and_gear"": {
          ""film_stock"": ""Cinestill 800T"",
          ""camera"": ""Leica M6"",
          ""lens"": ""Summilux 35mm f/1.4"",
          ""visual_artifacts"": [
            ""high-ISO film grain"",
            ""slight halation"",
            ""shallow depth of field""
          ]
        },
        ""subject_definition"": {
          ""pose"": ""sitting astride bright red plastic motorcycle arcade game, turned looking back over left shoulder"",
          ""expression"": ""cool, nonchalant, holding white lollipop stick in mouth"",
          ""wardrobe"": {
            ""top"": ""textured fuzzy light-blue and white short-sleeve angora crop top"",
            ""bottom"": ""high-waisted vintage light-wash denim jeans""
          }
        },
        ""environment"": {
          ""location"": ""dimly lit retro gaming arcade"",
          ""props"": ""bright red plastic motorcycle arcade racing game simulator"",
          ""lighting_scheme"": {
            ""ambient"": ""cool electric cyan and deep blue"",
            ""accents"": ""glowing warm red from motorcycle"",
            ""directional"": ""bright illumination from arcade screen to the left""
          }
        }
      }
    },
    ""negative_prompt"": {
      ""default_exclusions"": ""digital noise, 3d render, cgi, cartoon, drawing, bad anatomy, deformed hands, missing fingers, extra fingers, blurry face, text, watermark, crop"",
      ""specific_exclusions"": ""warm lighting everywhere, modern clothing, bright daylight, flat lighting""
    },
  ""generation_parameters"": {
    ""resolution"": {
      ""width"": 864,
      ""height"": 1536,
      ""aspect_ratio"": ""9:16""
    },
    ""sampler_settings"": {
      ""steps"": 35,
      ""cfg_scale"": 6.0,
      ""sampler_name"": ""DPM++ 2M SDE Karras"",
      ""seed"": -1
    }
  },
  ""conditioning_const""",Social Viral,Y2K,3,"Strong Y2K aesthetic with neon lighting, good for social media."
youmind_extract_326,"@xiaobeiLin","A capsule-shaped container designed for the brand ""Coca-Cola"". The upper part is made of the brand's color frosted material, featuring a 3D embossed ""Coca-Cola"" Logo, highlighting the brand essence. The transparent lower part is filled with realistic, textured ""Coke"". The transparent area also features the ""Coca-Cola"" Logo. The background is a minimalist solid color, with soft, even lighting and subtle shadows to emphasize the texture and form of the ""Coke"". The brand logo is printed in the upper left corner. Aspect ratio 1080x1080. Vertical design.",Product,Minimal,3,"Clear product visualization, emphasizes material details and brand logo."
songguoxs_270,"乐高超级英雄摆出充满动感的动作姿势","Epic LEGO [SUPERHERO] in dynamic action pose showcasing their signature powers, wearing their iconic costume with authentic colors and details, dramatic stormy sky with brilliant lightning bolts illuminating the scene, heroic stance amid swirling LEGO debris and flying bricks, small LEGO minifigures scattered throughout the scene watching in awe, cinematic movie poster composition with photorealistic rendering, epic superhero atmosphere with rich saturated colors, professional depth of field and dramatic lighting effects, 1080x1080 square format",Social Viral,Mixed,3,"Dynamic, epic LEGO superhero scene with strong cinematic and photorealistic details."
songguoxs_271,"超现实几何艺术风格的数字插画","Transform this image into a digital illustration with a surreal, geometric art style. Apply glitch textures, abstract shapes, and cinematic composition. Use the original photo’s lighting and color palette to guide the atmosphere, while reimagining the scene in a stylized, dreamy, retro-futuristic way.",Editorial,Cyber,3,"Surreal geometric art, glitch textures, retro-futuristic, cinematic."
songguoxs_273,"超现实主义极简概念广告","“{BRAND or PRODUCT NAME}” — surreal minimal conceptual advertisement
Create a 1:1 high-resolution poster that reimagines the brand/product as a surreal object of desire using minimal elements and symbolic storytelling.

• Visual Style: ultra-clean background (light or muted tone), soft lighting, strong negative space
• Scene Concept: transform the essence of the product into a metaphorical or dreamlike scene
• Add a short, punchy slogan (2–3 words) that emotionally resonates with the concept
• Include the brand’s logo in a clean, modern style (integrated naturally into the layout)
• Composition: centered or rule-of-thirds alignment, use shadows and depth tastefully
• Mood: artistic, elegant, and thought-provoking — like a museum installation
• No clutter, no realism overload — just conceptual clarity",Product,Minimal,3,"Elegant, minimal product ad; high artistic concept."
youmind_v2_880,"@Vivek HY","Prompt{
  ""bird_pair"": {
    ""left_bird"": ""small green parrotwithlight emerald feathers, orange patches, and soft rounded shape"",
    ""right_bird"": ""brown-black mynawith sharp yellow beak and distinct eye ring"",
    ""posture"": ""both perched calmly on a moss-covered branch, facing slightly toward each other""
  },
  ""lighting_profile"": {
    ""style"": ""dramatic low-key lighting"",
    ""effect"": ""sharp highlights on feathers, deep shadows adding contrast"",
    ""background"": ""pure dark backdrop creating clean isolation around subjects""
  },
  ""visual_aesthetics"": {
    ""mood"": ""calm, detailed, studio-style wildlife portrait"",
    ""color_palette"": ""natural greens, browns, yellows against black"",
    ""texture_focus"": ""feather detail, beak shine, moss surface clarity""
  },
  ""composition"": {
    ""framing"": ""centered horizontal layout focusing on both birds equally"",
    ""depth"": ""foreground crisp and detailed with smooth falloff into dark void""
  },
  ""quality"": ""8Khyper-realistic wildlife close-up with fine feather detail"",
  ""signature"": ""VIVEK HY""
}",Stock,Editorial,3,"Superb wildlife detail; dramatic high-contrast studio lighting."
youmind_extract_302,"@Zar⭕on","Prompt{
  ""prompt"": ""A photorealistic indoor lifestyle portrait of a young woman seated sideways on a woven rattan chair in a cozy, softly lit bedroom. She turns her upper body slightly and looks back over her shoulder toward the camera, creating a confident yet relaxed pose. She has straight, dark shoulder-length hair parted near the center, natural makeup with subtle contouring, and bold red lipstick. She wears a loose vintage-style cream graphic T-shirt with the word 'FRISCO' printed largely across the back with a retro illustration, paired with high-waisted light blue denim cutoff shorts with frayed hems, and clean white low-top sneakers. The room features hardwood floors, a bed with slightly rumpled white bedding in the background, pillows on the floor in the foreground, and casually scattered clothing for a lived-in feel. A partially visible wall poster adds character. Lighting is warm natural window light with soft shadows and gentle highlights. Shallow depth of field keeps the subject sharp while the background is softly blurred. Warm neutral color palette with beige, cream, denim blue, and natural wood tones. Full-frame camera look, medium focal length around 50mm, eye-level angle, lifestyle editorial photography style, high detail, realistic skin texture, natural proportions, no over-smoothing."",
  ""negative_prompt"": ""cartoon, anime, illustration, CGI, overprocessed, plastic skin, extreme blur, harsh lighting, oversaturated colors, distorted body proportions, extra limbs, low resolution, noise, watermark, logo, text artifacts"",
  ""style"": ""photorealistic lifestyle editorial"",
  ""camera"": {
    ""focal_length_mm"":50,
    ""angle"": ""eye-level"",
    ""depth_of_field"": ""shallow""
  },
  ""lighting"": {
    ""type"": ""natural window light"",
    ""quality"": ""soft and warm""
  },
  ""environment"": ""cozy indoor bedroom, casual lived-in aesthetic"",
  ""quality"": {
    ""detail_level"": ""high"",
    ""realism"": ""photorealistic"",
    ""skin_texture"": ""natural""
  }
}",Editorial,Editorial,3,"Cohesive lifestyle editorial, warm natural lighting, detailed setting."
songguoxs_266,"树上挂着产品","A hyper-realistic photograph of a tree in a scenic meadow, with a sturdy, detailed bark trunk and lush green leaves, where instead of fruits, the branches naturally bear [PRODUCT], seamlessly integrated into the foliage, with realistic textures, natural lighting, soft shadows, subtle imperfections, shot at eye level with a shallow depth of field, ultra-detailed, 8k",Product,Mixed,3,"Creative product integration, hyper-realistic, visually compelling."
youmind_v2_286,"@Vivek HY","Prompt{
  ""image_analysis"": {
    ""subject"": {
      ""demographic"": ""Young woman"",
      ""hair"": ""Long, dark brown, loose waves"",
      ""expression"": ""Winking left eye, slight smirk, playful"",
      ""hand_gestures"": ""Right hand making a peace (V) sign, left hand holding phone""
    },
    ""attire"": {
      ""upper_body"": ""Oversized light heathergreyhoodie"",
      ""lower_body"": ""Shorts (hidden by hoodie) / 'lampshading' style"",
      ""footwear"": ""Thick, fuzzy white/light blue socks"",
      ""accessories"": ""Small stud earrings""
    },
    ""pose"": {
      ""posture"": ""Sitting on the floor, legs bent/crossed at ankles"",
      ""angle"": ""Front-facing mirror selfie, eye-level with the reflection""
    },
    ""setting"": {
      ""location"": ""Bedroom / Indoor"",
      ""background_elements"": [
        ""Carpeted floor"",
        ""Bed with dark bedding"",
        ""Nightstand"",
        ""Lamp with warm yellow shade""
      ]
    },
    ""lighting"": {
      ""type"": ""Artificial, low-light"",
      ""source"": ""Warm bedside lamp in background"",
      ""atmosphere"": ""Cozy, moody, warm tungsten glow, high contrast shadows""
    },
    ""tech_specs"": {
      ""device"": ""iPhone (Pro model with triple camera lens)"",
      ""composition"": ""Vertical portrait"",
      ""aesthetic"": ""Casual, candid, 'soft girl' aesthetic, Gen Z style""
    }
  }
}",UGC / Ads,Y2K,3,"Trendy Gen Z mirror selfie, soft girl aesthetic, social appeal."
youmind_v2_287,"@Lore","PromptA photorealistic portrait of a young Asian woman with voluminous, long, wavy black hair and fair skin. She is wearing thin-rimmed, round glasses and has a playful expression, winking one eye with a subtle smile. Outfit: She is dressed in a black, long-sleeved button-down shirt dress with thin white vertical pinstripes. She is wearing sheer black thigh-high stockings. Pose: She is seated in a curved, cream-colored leather armchair. Her body is angled slightly forward. Her right hand is raised, with long manicured fingers delicately touching her cheek and jawline in a playful, posing gesture. Environment: The background features soft, floor-length beige or off-white sheer curtains, suggesting an indoor hotel room or bedroom setting at night. Lighting & Style: Warm, soft indoor lighting that creates gentle highlights on her hair and the silky texture of the shirt. High-resolution photography, sharp focus on the face, slightly candid but polished aesthetic. Camera Angle: Slightly high angle (tilted down about 10–15 degrees), seated eye-level. Focal Length: 35mm or 50mm. (This creates a natural perspective without too much distortion, typical of high-end smartphone portraits or standard portrait lenses). Aperture: f/2.0 to f/2.8. (This provides a shallow depth of field, keeping her face and hand in sharp focus while softly blurring the texture of the curtains in the background). Shutter Speed: 1/60s or 1/100s. (Standard for indoor handheld shots to avoid motion blur). ISO: 400 to 800. (Slightly higher sensitivity to account for the warm, dim indoor lighting without introducing too much grain). Lighting Setup: Soft key light from the front-top (likely a ceiling fixture or ring light), creating the specular highlights on the nose and forehead.",Editorial,Luxury,3,"Detailed, polished photorealistic portrait with strong aesthetic."
youmind_v2_899,"@Maki@Sunwood AI Labs.","You are a 3D artist who performs ""hyper-realistic physical simulations"".
Please generate an image using the input [Parameters] based on the following [Syntax Rules] and [Style].

▼ 1. Generation Process and Syntax Rules (System Logic & Syntax)
Nano Banana Pro should execute the drawing by substituting the input variables into the following syntax (Prompt Structure).

* **Syntax (Prompt Structure)**:
    ""A transparent **[OBJECT]** filled with **[CONTENT]**. The liquid conforms to the object's shape.""
* **Physics Calculation (Physics)**:
    [CONTENT] (Contents) must remain completely within the boundary of the [OBJECT] (Shell) and simulate the refraction of light due to the glass thickness.
* **Background Processing (Background)**:
    Set against a **[BACKGROUND]** backdrop.

▼ 2. Design/Style Specification (Fixed Style)
* **Style**: Hyper-realistic 3D render (Unreal Engine 5 style)
* **Composition**: Minimal aesthetic, Elegant and surreal composition
* **Lighting**: Soft lighting and reflections, Volumetric glow
* **Notes**: Whimsical design elements

▼ 3. Input Text (Final Command)
[OBJECT] =Transparent capsule shaped like a giant acorn[CONTENT] =Miniature mossy forest, misty humidity, small glowing mushrooms[BACKGROUND] =Blurred forest green, soft sunlight filtering through the trees",Stock,Mixed,3,"Fantastically creative surreal render; superb lighting and object detail."
songguoxs_500,"赛博黄历","画幅比例16:9，一张为美团设计的、超级复杂的商业海报，风格是未来主义的道家黄历或符箓图。
布局与风格: 整张海报是一个密集的、复杂的网格，充满了文字和图标，模仿在泛黄旧纸上的中国传统木版画。所有文字都采用经典的木刻风格楷体或宋体，从右到左竖排。
中心神像: 中央是一位“外卖神君”，以古版画风格描绘。他身穿黄帝袍，头戴袋鼠耳神冠，一手托着显示美团App的手机，另一手托着外卖餐盒。
复杂文字网格:
顶部标题: 在一个华丽的画框中，从右到左写着主标题：“赛博黄历·万事皆宜”。
环绕网格: 中心神像被代表十二时辰（子、丑、寅…）的网格包围。每个时辰下都有一列竖排文字描述宜忌，例如“宜：點宵夜”和“忌：空腹眠”。
角落元素: 四角是八卦卦象，每个卦象都与一项美团业务和一个小版画图标相关联（例如，机械马代表共享单车）。
细节: 海报上装饰着几个红色的、篆书风格的方形印章。整体氛围是古代神秘主义与现代日常生活的融合，一种“赛博道教”美学。杰作，高信息密度。
负面提示词: 3D, 照片, 现代字体, 横排文字, 极简, 简单, 模糊, 丑陋, 畸形, 糟糕的书法, 水印。",UGC / Ads,Cyber,3,"Unique cyber-Taoist poster concept, complex layout and iconography."
songguoxs_261,"城市糖果传奇的风格","A colorful, playful 2D map of [city name], in the style of Candy Crush Saga, featuring the city’s iconic landmarks as candy-inspired buildings, cute gumdrop trees, licorice bridges, pastel roads, and glossy water elements, floating clouds, vibrant cartoon style, top-down view, kid-friendly game aesthetics, horizontal layout",Social Viral,Mixed,3,"Playful, vibrant 2D map in Candy Crush style; great concept."
songguoxs_259,"20世纪30年代弗莱舍工作室风格的动画","Transform this image into a 1930s animation storyboard in the style of Fleischer Studios. Use greyscale with expressive inky shading and rubber-hose limbs. Surround the scene with anthropomorphic objects, bouncy motion lines, and slapstick action. The overall tone should be jazzy, lively, and playful. Add hand-lettered sound effects and quirky dialogue signs.",Editorial,Mixed,3,"Excellent detailed prompt for a niche, specific 1930s animation style."
youmind_48,"YouTube Thumbnail - Glamorous Influencer Birthday Collage (2x2 Grid)","YouTube Thumbnail - Glamorous Influencer Birthday Collage (2x2 Grid)",UGC / Ads,Luxury,3,"Clear use case but lacks specific visual details for higher impact."
youmind_v2_298,"@Sharon Riley","Prompt{
  ""subject"": {
    ""gender"": ""female"",
    ""description"": ""young woman with long, wavy dark brown hair"",
    ""pose"": ""standing in front of a mirror, taking a selfie with a white smartphone, slight pout expression"",
    ""physique"": ""curvy, hourglass figure""
  },
  ""outfit"": {
    ""style"": ""superhero-themed athleisure / cosplay"",
    ""top"": ""white sleeveless bodysuit with a black spider-web pattern and a large black spider emblem on the chest"",
    ""bottom"": ""matching high-waisted tight white leggings"",
    ""color_palette"": [""white"", ""black""]
  },
  ""setting"": {
    ""location"": ""indoor bedroom closet"",
    ""background_details"": [
      ""white-framed rectangular mirror"",
      ""organized walk-in closet with hanging clothes"",
      ""shelves with folded garments"",
      ""collection of sneakers and boots on the floor and lower shelves""
    ],
    ""lighting"": ""bright, natural indoor lighting, soft shadows""
  },
  ""technical_specifications"": {
    ""camera_angle"": ""eye-level, front-facing mirror reflection"",
    ""image_quality"": ""high resolution, sharp focus on the subject"",
    ""aesthetic"": [""clean girl aesthetic"", ""modern influencer style"", ""minimalist interior""],
    ""composition"": ""full body shot framed by the mirror edges""
  }
}",UGC / Ads,Minimal,3,"Detailed influencer selfie prompt with clear aesthetic and specific pose."
youmind_v2_917,"@Melisa♡","Prompt{
  ""image_generation_request"": {
    ""metadata"": {
      ""input_image"": ""IMG_8714.jpeg"",
      ""target_resolution"": ""1200x1200px"",
      ""format"": ""JSON""
    },
    ""constraints"": {
      ""facial_preservation"": {
        ""enabled"": true,
        ""instruction"": ""Strictly maintain original face and facial features from input image.""
      }
    },
    ""subject"": {
      ""appearance"": {
        ""hair"": ""Long silver grey wavy hair"",
        ""nails"": ""Soft glazed donut style""
      },
      ""pose"": {
        ""action"": ""Sitting on the door frame"",
        ""gesture"": ""Fixing necklace""
      },
      ""attire"": {
        ""theme"": ""Cream monochrome set"",
        ""items"": [
          ""High-waist cargos"",
          ""Crop jacket"",
          ""Luxury designer sneakers""
        ],
        ""accessories"": [
          ""Gold bangles"",
          ""Necklace""
        ]
      }
    },
    ""scene"": {
      ""vehicle"": {
        ""make_model"": ""Lamborghini Huracán"",
        ""color"": ""Cream-white"",
        ""modifications"": [
          ""Butterfly doors (up position)"",
          ""Gold-plated rims""
        ]
      },
      ""props"": {
        ""item"": ""Luxury shopping bags"",
        ""location"": ""Piled in the passenger seat""
      }
    },
    ""artistic_direction"": {
      ""style"": ""Luxury-fashion inspired"",
      ""lighting"": ""Warm golden hour tones"",
      ""mood"": ""Rich, high-end""
    }
  }
}",Fashion,Luxury,3,"Luxury fashion shoot with car, golden hour, well-described aesthetics."
songguoxs_291,"英语单词闪卡制作","你是一个英语单词闪卡制作大师, 你可以根据我输入的主题词,生成一个图片并以此拓展,比如我输入电脑,你生成一张和电脑相关的图片,并用箭头分步介绍键盘\鼠标\显示器等中文和英文",Stock,Minimal,3,"Functional prompt for educational flashcards, clear instructions for information display."
songguoxs_254,"磨砂泡泡 3D 图标","{
""style_name"": ""Frosted Bubble 3D Icons"",
""render_mode"": ""3d_semi_transparent_detailed"",
""icon_subject"": ""{{icon_ PlayStation controller}}"",
""object_analysis"": {
""preserve_silhouette"": true,
""geometry_sensitive_mapping"": true,
""detail_retention"": ""smooth rounded edges, subtle internal reflections""
},
""material_properties"": {
""base_material"": [
""frosted translucent plastic"",
""semi-transparent matte acrylic""
],
""internal_elements"": ""floating colorful spheres, visible through the outer shell"",
""surface_finish"": ""frosted, diffused matte texture with light translucency"",
""texture_behavior"": ""no external color tint, transparency reveals inner objects"",
""branding_elements"": ""none""
},
""color_palette"": {
""primary"": [""#FFFFFF"", ""#F5F5F5""],
""accents"": [""#FF69B4"", ""#FFA500"", ""#6A5ACD"", ""#00CED1"", ""#FFD700""],
""contrast"": ""very high""
},
""lighting"": {
""type"": ""soft ambient + rim lighting"",
""intensity"": ""high"",
""shadows"": ""soft glow under the object"",
""highlights"": ""faint edge glow and top soft reflection""
},
""rendering"": {
""style"": ""modern 3D icon with internal color elements"",
""background"": ""pure black"",
""camera_angle"": ""isometric 3/4 view"",
""depth_of_field"": ""none, all details in focus""
},
""style_notes"": [
""black background increases bubble color visibility"",
""frosted transparency should glow subtly against black"",
""perfect for high-contrast, collectible-style icons""
]
}",Product,Minimal,3,"Clear, detailed prompt for a sleek, modern 3D product icon."
youmind_v2_868,"@Lex","Prompt{
  ""prompt_data"": {
    ""subject_description"": {
      ""demographics"": ""Young woman, approximately early 20s, Caucasian"",
      ""hair"": ""Long, dark brown, loose wavy texture, center part, voluminous"",
      ""eyes"": ""Hazel/light brown, direct eye contact, captivating gaze"",
      ""skin"": ""Fair complexion, dewy finish, flawless texture"",
      ""face_features"": ""High cheekbones, defined jawline, full lips with soft pink gloss, natural eyebrows"",
      ""expression"": ""Neutral, soft, alluring, confident""
    },
    ""outfit_and_accessories"": {
      ""clothing"": ""Sleeveless deep V-neck top or dress"",
      ""fabric_texture"": ""Suede or soft velvet material"",
      ""color"": ""Taupe / Light Brown / Beige"",
      ""jewelry"": ""Minimalist thin gold choker necklace""
    },
    ""environment_and_background"": {
      ""setting"": ""Modern upscale apartment interior, open floor plan"",
      ""kitchen_area"": {
        ""cabinets"": ""Vertical grain wood finish"",
        ""appliances"": ""Stainless steel microwave and oven combo"",
        ""lighting"": ""Modern metal dome pendant light"",
        ""countertops"": ""White/Light stone""
      },
      ""living_area"": {
        ""furniture"": ""Cream/White textured sofa or sectional"",
        ""decor"": ""Large indoor potted green plants (Ficus/Fiddle Leaf)"",
        ""flooring"": ""Light wood flooring"",
        ""walls"": ""White, clean architectural lines""
      }
    },
    ""technical_specs"": {
      ""camera_model"": ""iPhone 17 Pro Max"",
      ""camera_angle"": ""Selfie perspective from front-facing camera, arm extended, eye-level"",
      ""framing"": ""Medium close-up, chest up"",
      ""lighting"": ""Soft natural daylight, diffused indoor lighting, even illumination on face, True Tone flash off"",
      ""style"": ""Photorealistic, influencer aesthetic, high definition, 48MP ProRAW, Photonic Engine processing, sharp focus"",
      ""vibe"": ""Casual luxury, clean girl aesthetic, cozy, morning atmosphere, ultra-wide selfie lens quality""
    }
  }
}",UGC / Ads,Minimal,3,"Detailed influencer selfie, common aesthetic, good technical specs."
